Filename,Rotate value,Scale value,Shift value
Dolphin_Tale_12418_0.npz,0.0,1.0,0.0
Dolphin_Tale_12418_1.npz,0.8399860570951895,0.9991527768747442,-0.0014955870127853319
Dolphin_Tale_12418_2.npz,-0.4723488379490821,1.0045160421636958,0.00046825520396819145
Dolphin_Tale_12418_3.npz,-0.21342688870998872,1.0038539570846796,-0.00287835362695848
Dolphin_Tale_12418_4.npz,1.37344880954588,1.006810837644532,-0.0005105653300797839
Dolphin_Tale_12418_5.npz,0.20439617796720924,0.9921263962345976,0.0023326415849708876
Dolphin_Tale_12418_6.npz,-0.2388548096667295,0.9947810086094357,-0.00038173225983395223
Dolphin_Tale_12418_7.npz,-0.41758855373630305,0.9999218352024333,-0.007669162184473263
Dolphin_Tale_12418_8.npz,0.10354745704081271,1.0044744202875453,-0.004588231379626055
Dolphin_Tale_12418_9.npz,0.7820337646871537,0.9951897764227482,0.004851263226837377
Dolphin_Tale_16006_0.npz,0.0,1.0,0.0
Dolphin_Tale_16006_1.npz,-0.0073972241933414834,0.9984123665209922,-0.0011504349438013165
Dolphin_Tale_16006_2.npz,-0.6512308548283875,1.0068803706750387,-0.0031223435028875568
Dolphin_Tale_16006_3.npz,-0.6201855762740005,1.0012496730959262,0.0011418785069683209
Dolphin_Tale_16006_4.npz,0.2928914543143678,0.998391732631434,-0.006801788520009695
Dolphin_Tale_16006_5.npz,0.003367011288656134,0.9949499828627268,0.00019086852026875653
Dolphin_Tale_16006_6.npz,-0.9727174921465966,1.0048231787012694,0.0018542686195510056
Dolphin_Tale_16006_7.npz,0.17073562692594002,1.0052554690376136,-0.00172276777278883
Dolphin_Tale_16006_8.npz,0.5391195120293671,1.0001561083988717,-0.0042530816274928525
Dolphin_Tale_16006_9.npz,0.1574855835053517,1.003422407779194,0.0005807086968209618
Dolphin_Tale_16120_0.npz,0.0,1.0,0.0
Dolphin_Tale_16120_1.npz,0.5696100518639272,1.0053779986050657,-0.003985961285205044
Dolphin_Tale_16120_2.npz,-0.20770326567041247,0.9970100443941734,-0.0017135400886758715
Dolphin_Tale_16120_3.npz,-0.04953795915790689,1.0040297529687026,0.006107974552991421
Dolphin_Tale_16120_4.npz,1.2490945923899006,1.002604579195769,-0.004912546906468708
Dolphin_Tale_16120_5.npz,0.5635887415449516,1.007418021722848,-0.011000366486424117
Dolphin_Tale_16120_6.npz,-0.6390944496843325,1.002656314943249,-0.0013450488030049101
Dolphin_Tale_16120_7.npz,-0.453332297966313,1.0016899071331855,0.0002516046520644904
Dolphin_Tale_16120_8.npz,0.3564692455584433,1.0015626587876136,-0.006201860824549136
Dolphin_Tale_16120_9.npz,0.2757199617813453,1.0045345595274005,-0.005083645921443146
Dolphin_Tale_21619_0.npz,0.0,1.0,0.0
Dolphin_Tale_21619_1.npz,0.3724516158596725,1.0005008306025163,0.003501665150975324
Dolphin_Tale_21619_2.npz,0.2456920503671729,1.0007975867129617,-0.010701448613580663
Dolphin_Tale_21619_3.npz,0.5322375321945021,0.9954695080323436,-0.005498217661719107
Dolphin_Tale_21619_4.npz,0.5439866211451219,1.0128131259274613,0.0028714882086621255
Dolphin_Tale_21619_5.npz,-0.7695985535311184,1.0045814133458117,-0.005098672304030951
Dolphin_Tale_21619_6.npz,-0.8371203194923724,0.9988355236189096,-0.0072433661764824036
Dolphin_Tale_21619_7.npz,-0.27424773965867727,1.0026924798373233,-0.00019511527206329024
Dolphin_Tale_21619_8.npz,-0.4376845744316325,1.0053292042396786,0.0005653656481725407
Dolphin_Tale_21619_9.npz,-0.2845798862585956,1.0024089664357931,-0.003364287539928428
Dolphin_Tale_22070_0.npz,0.0,1.0,0.0
Dolphin_Tale_22070_1.npz,0.2610993520940589,1.0070936640876815,-0.0009493939764653903
Dolphin_Tale_22070_2.npz,-0.49978118025347257,1.012419484981145,-0.0070640366223348305
Dolphin_Tale_22070_3.npz,-0.30588660980979265,0.9900991991086138,0.0007295059623663065
Dolphin_Tale_22070_4.npz,-0.034393322850386154,1.003074792261748,-0.0010565533251367153
Dolphin_Tale_22070_5.npz,-0.13778223546964743,0.9988628324111464,0.002494302124368594
Dolphin_Tale_22070_6.npz,0.7164078189805859,0.9897404235888277,0.0007347561957933064
Dolphin_Tale_22070_7.npz,-0.2315103692098076,0.9937487242057694,0.008094797157666594
Dolphin_Tale_22070_8.npz,-0.10052380330140263,0.9922843543364592,-0.007289789430698846
Dolphin_Tale_22070_9.npz,-0.9822911283768637,0.9960928221489278,-0.009432990716380374
Dolphin_Tale_22176_0.npz,0.0,1.0,0.0
Dolphin_Tale_22176_1.npz,0.0485462904366781,0.9928054549735188,-0.003978246943436752
Dolphin_Tale_22176_2.npz,-0.05283335634708809,0.9945507617931233,-0.001747294433529787
Dolphin_Tale_22176_3.npz,0.1749794247620664,1.0061769449056666,-0.0017965196781875446
Dolphin_Tale_22176_4.npz,0.19498587891886318,0.99584657807597,-0.005547588417078332
Dolphin_Tale_22176_5.npz,0.37004159210475157,0.9953775470802819,-0.0034154301087724894
Dolphin_Tale_22176_6.npz,-0.048208912366558186,0.9963908208444969,0.01176401974326134
Dolphin_Tale_22176_7.npz,0.22645452640538377,1.0044528293725903,-0.003516748151271764
Dolphin_Tale_22176_8.npz,0.5785973975297563,0.9995435698212733,0.0029099417562200624
Dolphin_Tale_22176_9.npz,-0.6430281471706808,1.0049013481957996,0.00013105497162036435
Dolphin_Tale_22775_0.npz,0.0,1.0,0.0
