Filename,Rotate value,Scale value,Shift value
Dolphin_Tale_12418_0.npz,0.0,1.0,0.0
Dolphin_Tale_12418_1.npz,0.13895800249046997,1.0,-0.0
Dolphin_Tale_12418_2.npz,-0.028950464916345328,1.0,-0.0
Dolphin_Tale_12418_3.npz,0.6297889823077867,1.0,-0.0
Dolphin_Tale_12418_4.npz,-0.1607137799270453,1.0,-0.0
Dolphin_Tale_16006_0.npz,0.0,1.0,0.0
Dolphin_Tale_16006_1.npz,0.8164272066697114,1.0,-0.0
Dolphin_Tale_16006_2.npz,-0.5185670756226907,1.0,-0.0
Dolphin_Tale_16006_3.npz,1.3581165088350222,1.0,-0.0
Dolphin_Tale_16006_4.npz,-0.6440218973243581,1.0,-0.0
Dolphin_Tale_16120_0.npz,0.0,1.0,0.0
Dolphin_Tale_16120_1.npz,1.3847450288211132,1.0,-0.0
Dolphin_Tale_16120_2.npz,0.42219698273934275,1.0,-0.0
Dolphin_Tale_16120_3.npz,1.6495956062152215,1.0,-0.0
Dolphin_Tale_16120_4.npz,0.021904494947467646,1.0,-0.0
Dolphin_Tale_21619_0.npz,0.0,1.0,0.0
Dolphin_Tale_21619_1.npz,0.8321937269942066,1.0,-0.0
Dolphin_Tale_21619_2.npz,0.0828611861407342,1.0,-0.0
Dolphin_Tale_21619_3.npz,-0.8184510264959846,1.0,-0.0
Dolphin_Tale_21619_4.npz,0.6237305939541273,1.0,-0.0
Dolphin_Tale_22070_0.npz,0.0,1.0,0.0
Dolphin_Tale_22070_1.npz,1.5857206480296626,1.0,-0.0
Dolphin_Tale_22070_2.npz,0.47976947281071447,1.0,-0.0
Dolphin_Tale_22070_3.npz,-0.25368461466614106,1.0,-0.0
Dolphin_Tale_22070_4.npz,0.4641801668321482,1.0,-0.0
Dolphin_Tale_22176_0.npz,0.0,1.0,0.0
Dolphin_Tale_22176_1.npz,-1.3217604368563047,1.0,-0.0
Dolphin_Tale_22176_2.npz,-1.3813578533570057,1.0,-0.0
Dolphin_Tale_22176_3.npz,-1.6888345021617956,1.0,-0.0
Dolphin_Tale_22176_4.npz,-0.24980972115141212,1.0,-0.0
Dolphin_Tale_22775_0.npz,0.0,1.0,0.0
Dolphin_Tale_22775_1.npz,1.5228926399219862,1.0,-0.0
Dolphin_Tale_22775_2.npz,1.2124556441259513,1.0,-0.0
Dolphin_Tale_22775_3.npz,0.1747788164654797,1.0,-0.0
Dolphin_Tale_22775_4.npz,-1.7769069183229533,1.0,-0.0
Dolphin_Tale_22879_0.npz,0.0,1.0,0.0
Dolphin_Tale_22879_1.npz,-0.5212118439426107,1.0,-0.0
Dolphin_Tale_22879_2.npz,1.216195330412081,1.0,-0.0
Dolphin_Tale_22879_3.npz,-1.2166636770006252,1.0,-0.0
Dolphin_Tale_22879_4.npz,1.1354092185577431,1.0,-0.0
Dolphin_Tale_24338_0.npz,0.0,1.0,0.0
Dolphin_Tale_24338_1.npz,-1.1688136203700836,1.0,-0.0
Dolphin_Tale_24338_2.npz,-0.6007276732780955,1.0,-0.0
Dolphin_Tale_24338_3.npz,-0.46463823476053256,1.0,-0.0
Dolphin_Tale_24338_4.npz,-0.3930959337636007,1.0,-0.0
Dolphin_Tale_24758_0.npz,0.0,1.0,0.0
Dolphin_Tale_24758_1.npz,1.703678702996442,1.0,-0.0
Dolphin_Tale_24758_2.npz,0.7596701227077065,1.0,-0.0
Dolphin_Tale_24758_3.npz,0.8148143463405245,1.0,-0.0
Dolphin_Tale_24758_4.npz,0.8260721513772371,1.0,-0.0
Dolphin_Tale_24862_0.npz,0.0,1.0,0.0
Dolphin_Tale_24862_1.npz,0.7033954329709001,1.0,-0.0
Dolphin_Tale_24862_2.npz,1.764913100821038,1.0,-0.0
Dolphin_Tale_24862_3.npz,-0.6550024370731558,1.0,-0.0
Dolphin_Tale_24862_4.npz,-2.047051759783646,1.0,-0.0
Dolphin_Tale_24962_0.npz,0.0,1.0,0.0
Dolphin_Tale_24962_1.npz,-1.1727974117588995,1.0,-0.0
Dolphin_Tale_24962_2.npz,0.22493517584331701,1.0,-0.0
Dolphin_Tale_24962_3.npz,-0.9730335287431024,1.0,-0.0
Dolphin_Tale_24962_4.npz,1.0497850075277038,1.0,-0.0
Dolphin_Tale_25101_0.npz,0.0,1.0,0.0
Dolphin_Tale_25101_1.npz,-0.12294265414604848,1.0,-0.0
Dolphin_Tale_25101_2.npz,-2.683826996847004,1.0,-0.0
Dolphin_Tale_25101_3.npz,0.1922390870269607,1.0,-0.0
Dolphin_Tale_25101_4.npz,0.0916869085317579,1.0,-0.0
Dolphin_Tale_25204_0.npz,0.0,1.0,0.0
Dolphin_Tale_25204_1.npz,-0.008295426927319894,1.0,-0.0
Dolphin_Tale_25204_2.npz,1.0867772939935303,1.0,-0.0
Dolphin_Tale_25204_3.npz,-1.5063847903014624,1.0,-0.0
Dolphin_Tale_25204_4.npz,-0.972940731984585,1.0,-0.0
Dolphin_Tale_25304_0.npz,0.0,1.0,0.0
Dolphin_Tale_25304_1.npz,-1.1180721807518847,1.0,-0.0
Dolphin_Tale_25304_2.npz,0.12162737647625571,1.0,-0.0
Dolphin_Tale_25304_3.npz,-0.0004385242493163113,1.0,-0.0
Dolphin_Tale_25304_4.npz,2.511211648774905,1.0,-0.0
Dolphin_Tale_25416_0.npz,0.0,1.0,0.0
Dolphin_Tale_25416_1.npz,-0.6528661315235851,1.0,-0.0
Dolphin_Tale_25416_2.npz,-1.5007479941766717,1.0,-0.0
Dolphin_Tale_25416_3.npz,-1.0416499853738646,1.0,-0.0
Dolphin_Tale_25416_4.npz,-0.02724887120767439,1.0,-0.0
Dolphin_Tale_25516_0.npz,0.0,1.0,0.0
Dolphin_Tale_25516_1.npz,-0.6596667181788384,1.0,-0.0
Dolphin_Tale_25516_2.npz,-0.35337588578647455,1.0,-0.0
Dolphin_Tale_25516_3.npz,0.11459509091313327,1.0,-0.0
Dolphin_Tale_25516_4.npz,-1.1840546902139915,1.0,-0.0
Dolphin_Tale_25618_0.npz,0.0,1.0,0.0
