Filename,Rotate value,Scale value,Shift value
000000_0.npz,0.0,1.0,0.0
000000_1.npz,-0.07518871082742079,1.0048961400203618,0.001255948887868489
000000_2.npz,1.054535701801112,1.0001036653541586,0.011082610141688614
000000_3.npz,-0.6340348450729573,0.9956306484687598,0.00469094079544981
000001_0.npz,0.0,1.0,0.0
000001_1.npz,-0.7463578579432492,0.9919009547260226,-0.0068443192215325325
000001_2.npz,0.15836171967180698,1.0017323359979726,0.0027980789105007176
000001_3.npz,-0.3471181090529765,0.9964874956844838,0.0024654895457646053
000002_0.npz,0.0,1.0,0.0
000002_1.npz,0.07184497785019463,1.001375803716653,-0.00688370040750731
000002_2.npz,-0.2441858593446929,1.001220315276173,-0.010809616920776371
000002_3.npz,-0.26672261594390273,0.9951367871327246,0.0014559336793288507
000003_0.npz,0.0,1.0,0.0
000003_1.npz,0.2759591431237483,1.0097792184668075,-0.0014957497581674372
000003_2.npz,0.4694579327297679,0.9987097083918496,-0.005377748060854766
000003_3.npz,0.6037277333036775,1.0053915648779617,-0.003803718194018364
000004_0.npz,0.0,1.0,0.0
000004_1.npz,0.1116852060530256,1.0000760466844645,0.0016452663832449556
000004_2.npz,-0.06666177876298006,0.9999747341733174,0.016004425332508246
000004_3.npz,-0.5124311559155732,0.9930380151218384,0.007653528766225719
000005_0.npz,0.0,1.0,0.0
000005_1.npz,0.04053189642853697,0.9987237630054846,0.01060302344167622
000005_2.npz,0.4763638058107146,0.9968744961625696,0.002705961935794394
000005_3.npz,-0.036425208174876905,0.9956289808338228,0.012627418678666912
000006_0.npz,0.0,1.0,0.0
000006_1.npz,0.5477894684219003,0.9994275301644028,-0.012870986686306728
000006_2.npz,0.2214424257542848,0.9947865092203024,0.0009421287311886977
000006_3.npz,0.4931407544007829,0.9989525621727178,0.009028145584859905
000007_0.npz,0.0,1.0,0.0
000007_1.npz,-0.8615664419179059,0.9928220062345702,-0.008991798912139037
000007_2.npz,0.5098321185979189,1.0010327996301045,-0.005848577304527615
000007_3.npz,0.7606452314522665,0.993856604088158,0.0012410364292256052
000008_0.npz,0.0,1.0,0.0
000008_1.npz,-0.4222491671968434,1.0031795037864295,0.007946015558307203
000008_2.npz,-0.6797984657069875,0.9983239314808372,0.002516970980538977
000008_3.npz,0.2517669148180636,1.0020012362052035,-0.006463129079146202
000009_0.npz,0.0,1.0,0.0
000009_1.npz,0.2894994565427206,1.0011512557122713,0.001880686744169795
000009_2.npz,-0.5250526743757684,0.9961617658823086,0.002327302523088809
000009_3.npz,0.15678376053336068,0.9964762197885212,-0.007611470593990965
000010_0.npz,0.0,1.0,0.0
000010_1.npz,0.023473613967399103,0.998303036704755,-0.002143222279874386
000010_2.npz,0.10558738398336903,1.0010773165505389,-0.0014969100356880356
000010_3.npz,0.012899382147278293,1.0009283193844412,-0.001632077735248686
000011_0.npz,0.0,1.0,0.0
000011_1.npz,-0.1856510710303112,0.9984261549858862,-0.008909087047347228
000011_2.npz,-0.3050560949751451,0.9934415746898084,-0.0022095594636709964
000011_3.npz,-0.5069254688136694,0.9994112500634288,0.005369514432210502
000012_0.npz,0.0,1.0,0.0
000012_1.npz,-0.4471721291230023,0.9947491263694628,4.627224187496906e-05
000012_2.npz,-0.3572816525648808,1.0006704443861016,0.0005659445251630753
000012_3.npz,-0.3764783483736999,0.9945997064796476,-0.008239328144854395
000013_0.npz,0.0,1.0,0.0
000013_1.npz,0.3545843065901572,1.0041130473980078,-0.00420578918382438
000013_2.npz,-0.880826954496395,0.9986006391047402,-0.004476902436235188
000013_3.npz,-0.5764588107981086,1.0048187365523409,0.0044340366366247405
000014_0.npz,0.0,1.0,0.0
000014_1.npz,-0.14000723076222996,1.0067220337133762,0.0022491083015012104
000014_2.npz,-0.22367004405177696,0.9998782090493544,0.0014485444797108335
000014_3.npz,-0.32883929145528795,1.000626779105244,-0.003071126951053932
000015_0.npz,0.0,1.0,0.0
000015_1.npz,-0.002763431681894877,1.0013860953623954,0.0017162570250370535
000015_2.npz,0.38308372020847736,0.9921749607366399,0.0011327432205837215
000015_3.npz,0.17657176903491134,1.0020956164248107,0.013031601045366952
000016_0.npz,0.0,1.0,0.0
000016_1.npz,0.03716786874283195,0.9954113653760742,-0.0050099135949858925
000016_2.npz,-1.2050710666798017,1.0095099389228095,0.009011670775643668
000016_3.npz,-0.491426910032974,0.9963756744688842,-0.0010692163088193048
000017_0.npz,0.0,1.0,0.0
000017_1.npz,-0.4251690480728172,0.9981418472273618,-0.001756030253693969
000017_2.npz,0.4751293369052264,0.9998493785618162,0.010652474847859555
000017_3.npz,0.2982912333820549,1.005455377819359,0.0068551749275361324
000018_0.npz,0.0,1.0,0.0
000018_1.npz,0.0672568946743212,0.9965974005918066,0.0001528625915487745
